Asset sticker,Req/PO/Ticket No.,Serial No.,Date ordered,Type,Ordered By,Assigned email,Staff ID,Department,Date assigned,Date returned,e-wasted? Y/N,Cost
UOM000556,gN-81177,ze33968cL,14/08/2023,Desktop,Grace Wilson,david.brown@unimelb.edu.au,5741,Physio,12/07/2024,14/07/2024,N,2147.8
UOM000557,NG-08695,DC28285lh,26/01/2021,Monitor,Bob Smith,alice.johnson@unimelb.edu.au,2417,DOVS,7/09/2022,7/05/2024,Y,206.96
UOM000558,SI-91560,LS62517da,28/02/2022,Printer,Emma Jones,david.brown@unimelb.edu.au,5741,DOVS,28/02/2022,2/08/2023,Y,111.26
UOM000559,jr-98474,PT81060gl,23/01/2025,Laptop,Grace Wilson,ivy.taylor@unimelb.edu.au,1354,Nursing,3/04/2025,8/04/2025,N,1202.28
UOM000560,sT-47055,vG01093bQ,17/05/2020,Server,David Brown,david.brown@unimelb.edu.au,5741,Physio,20/02/2024,10/08/2024,N,5081.14
UOM000561,DV-57276,rE21277cs,24/10/2021,Server,Alice Johnson,bob.smith@unimelb.edu.au,5312,Social Work,17/10/2022,25/04/2024,Y,6550.37
UOM000562,Wl-12320,gL40545Ec,18/02/2022,Tablet,Henry Moore,frank.miller@unimelb.edu.au,3991,DOVS,30/10/2024,26/04/2025,N,339.92
UOM000563,oX-10078,jZ05501zu,8/04/2022,Phone,Frank Miller,david.brown@unimelb.edu.au,5741,SHS,31/03/2025,17/04/2025,N,577.98
UOM000564,lm-81407,Ll63557OR,9/06/2022,Server,Henry Moore,carol.williams@unimelb.edu.au,6271,Physio,17/12/2022,26/12/2022,Y,5787.37
UOM000565,UV-63137,XZ99424hE,1/09/2021,Tablet,Jack Anderson,grace.wilson@unimelb.edu.au,8826,Nursing,19/12/2022,7/05/2024,Y,794.56
UOM000566,vK-39749,Ad89112Lx,17/09/2024,Laptop,Grace Wilson,grace.wilson@unimelb.edu.au,8826,DOVS,30/09/2024,5/05/2025,N,2651.22
UOM000567,rh-49506,Rc05350SD,1/08/2020,Phone,Carol Williams,jack.anderson@unimelb.edu.au,9503,Physio,14/05/2024,9/06/2024,N,959.61
UOM000568,tV-01484,vC47163ZM,21/10/2022,Tablet,Bob Smith,bob.smith@unimelb.edu.au,5312,Physio,8/02/2023,26/07/2023,Y,1119.32
UOM000569,Ek-79833,oo51588yE,10/06/2024,Printer,David Brown,bob.smith@unimelb.edu.au,5312,Social Work,20/10/2024,2/12/2024,N,929.56
UOM000570,hu-87590,ol75614pP,7/07/2020,Tablet,Ivy Taylor,henry.moore@unimelb.edu.au,6300,DOVS,11/07/2022,,N,1102.21
UOM000571,FL-13378,rP43897UG,15/02/2023,Phone,Alice Johnson,grace.wilson@unimelb.edu.au,8826,DOVS,16/05/2025,,N,711.21
UOM000572,Uj-55025,XP08078tM,29/07/2024,Phone,Alice Johnson,bob.smith@unimelb.edu.au,5312,SHS,26/01/2025,1/04/2025,N,234.64
UOM000573,OV-11057,lA62962ZU,15/02/2021,Phone,Emma Jones,frank.miller@unimelb.edu.au,3991,SHS,27/07/2021,7/07/2022,Y,349.36
UOM000574,sF-64785,VE28560YI,23/06/2020,Monitor,Grace Wilson,ivy.taylor@unimelb.edu.au,1354,Nursing,8/05/2022,,N,503.9
UOM000575,mB-91559,mi52438Ug,19/11/2022,Laptop,David Brown,henry.moore@unimelb.edu.au,6300,Physio,15/01/2024,8/02/2024,Y,2026.34
UOM000576,Cq-88649,Bt76818dw,15/07/2022,Monitor,Alice Johnson,carol.williams@unimelb.edu.au,6271,Nursing,30/08/2022,,N,659.48
UOM000577,Sj-52384,Ck99773nc,21/01/2021,Laptop,Carol Williams,bob.smith@unimelb.edu.au,5312,DOVS,23/11/2024,10/02/2025,N,2299.22
UOM000578,nw-62986,UT32329CR,31/10/2021,Tablet,David Brown,henry.moore@unimelb.edu.au,6300,Physio,21/05/2022,3/10/2023,Y,749.91
UOM000579,zo-45689,FT46554lE,8/05/2023,Laptop,Grace Wilson,david.brown@unimelb.edu.au,5741,SHS,18/12/2023,,N,2654.06
UOM000580,sU-40841,ie92159CS,12/07/2022,Server,Emma Jones,jack.anderson@unimelb.edu.au,9503,SHS,14/06/2023,23/03/2025,N,9800.5
UOM000581,VH-93037,im00300uP,1/06/2024,Laptop,Ivy Taylor,ivy.taylor@unimelb.edu.au,1354,SHS,9/02/2025,18/03/2025,N,2862.39
UOM000582,mY-81572,SX09408BN,1/11/2023,Printer,Bob Smith,henry.moore@unimelb.edu.au,6300,Social Work,4/09/2024,9/11/2024,N,420.19
UOM000583,vR-47833,kI55159uO,25/12/2024,Printer,David Brown,ivy.taylor@unimelb.edu.au,1354,Physio,15/03/2025,26/04/2025,N,1042.77
UOM000584,kE-72669,vm51962Vg,2/07/2024,Server,Henry Moore,ivy.taylor@unimelb.edu.au,1354,DOVS,24/07/2024,,N,5144.97
UOM000585,hS-07856,Jm11484Du,2/03/2023,Server,Grace Wilson,frank.miller@unimelb.edu.au,3991,SHS,29/08/2023,,N,8201.77
UOM000586,yC-59583,xj98341gP,15/04/2024,Server,Ivy Taylor,bob.smith@unimelb.edu.au,5312,Social Work,25/06/2024,7/03/2025,N,8010.57
UOM000587,Tm-68533,PX85284fr,5/04/2023,Desktop,Henry Moore,david.brown@unimelb.edu.au,5741,SHS,3/10/2023,7/04/2024,Y,2168.75
UOM000588,Gz-35916,wU27325MC,16/07/2022,Monitor,Alice Johnson,jack.anderson@unimelb.edu.au,9503,Physio,16/11/2022,10/06/2024,N,494.18
UOM000589,da-53130,pc55567NU,24/04/2025,Phone,Henry Moore,alice.johnson@unimelb.edu.au,2417,Social Work,25/04/2025,16/05/2025,N,756.36
UOM000590,vE-66780,la53556Xx,7/11/2022,Server,Henry Moore,ivy.taylor@unimelb.edu.au,1354,Physio,27/01/2025,,N,8535.47
UOM000591,Ji-71596,Od25129Pq,7/01/2024,Monitor,Emma Jones,bob.smith@unimelb.edu.au,5312,Social Work,10/09/2024,10/10/2024,N,378.87
UOM000592,Md-46510,vw03502jP,8/04/2024,Phone,Henry Moore,henry.moore@unimelb.edu.au,6300,SHS,12/02/2025,,N,834.95
UOM000593,Ql-25198,kN23950Ia,15/05/2021,Tablet,David Brown,alice.johnson@unimelb.edu.au,2417,Social Work,21/12/2023,26/03/2024,Y,827.09
UOM000594,OF-61215,cO33975Tq,17/07/2024,Printer,Carol Williams,grace.wilson@unimelb.edu.au,8826,SHS,10/10/2024,10/10/2024,N,1276.33
UOM000595,Ld-45960,Ro02831DS,9/05/2023,Laptop,Ivy Taylor,bob.smith@unimelb.edu.au,5312,Physio,8/09/2024,9/09/2024,N,1602.39
UOM000596,IZ-52780,ri65451jS,6/11/2023,Printer,Alice Johnson,frank.miller@unimelb.edu.au,3991,DOVS,20/09/2024,22/02/2025,N,1377.86
UOM000597,dW-82890,hz31280Bi,30/09/2023,Server,Alice Johnson,david.brown@unimelb.edu.au,5741,Nursing,6/01/2025,28/03/2025,N,7198.94
UOM000598,XQ-41958,MZ84804cK,12/01/2025,Monitor,Ivy Taylor,henry.moore@unimelb.edu.au,6300,SHS,2/02/2025,,N,376.38
UOM000599,iz-05799,Ec03468eZ,9/05/2023,Monitor,Ivy Taylor,ivy.taylor@unimelb.edu.au,1354,DOVS,8/11/2023,4/01/2025,N,432.82
UOM000600,pR-91448,ov18388SR,22/08/2022,Phone,Henry Moore,grace.wilson@unimelb.edu.au,8826,DOVS,19/02/2025,,N,736.63
UOM000601,tb-01844,Hk68869RE,23/09/2021,Printer,Bob Smith,emma.jones@unimelb.edu.au,8089,DOVS,23/11/2021,,N,255.83
UOM000602,rw-98666,uL08337VU,18/08/2023,Tablet,Frank Miller,henry.moore@unimelb.edu.au,6300,Physio,18/04/2025,,N,580.76
UOM000603,sI-94880,Pd19286gW,16/07/2022,Monitor,Carol Williams,ivy.taylor@unimelb.edu.au,1354,SHS,9/12/2023,,N,364.24
UOM000604,ul-49000,ot06930lJ,18/09/2022,Phone,Henry Moore,david.brown@unimelb.edu.au,5741,SHS,17/06/2023,,N,428.43
UOM000605,SQ-90951,oS47572my,30/01/2024,Desktop,Bob Smith,emma.jones@unimelb.edu.au,8089,SHS,14/12/2024,14/05/2025,N,1366.96
UOM000606,eb-15125,ii88254BV,14/04/2022,Tablet,Frank Miller,david.brown@unimelb.edu.au,5741,Nursing,5/06/2023,,N,804.26
UOM000607,XT-45677,sh93538aq,23/10/2023,Phone,Ivy Taylor,jack.anderson@unimelb.edu.au,9503,DOVS,19/09/2024,13/04/2025,N,763.39
UOM000608,ek-24850,Ql69513TP,1/02/2022,Monitor,Grace Wilson,henry.moore@unimelb.edu.au,6300,SHS,22/06/2022,,N,216.08
UOM000609,Dc-64694,zd19421sP,22/03/2025,Laptop,Henry Moore,bob.smith@unimelb.edu.au,5312,Nursing,10/04/2025,,N,2786.19
UOM000610,wA-42517,Hi96538zW,6/07/2021,Printer,Grace Wilson,emma.jones@unimelb.edu.au,8089,DOVS,3/07/2024,,N,1203.81
UOM000611,ep-78353,Zw35413ls,30/08/2021,Laptop,Jack Anderson,carol.williams@unimelb.edu.au,6271,DOVS,6/05/2022,,N,1699.13
UOM000612,Vo-98349,zQ34284BK,31/08/2024,Server,Jack Anderson,alice.johnson@unimelb.edu.au,2417,Nursing,1/10/2024,31/03/2025,N,3543.62
UOM000613,qR-07493,uj45403qg,26/10/2024,Phone,Grace Wilson,bob.smith@unimelb.edu.au,5312,SHS,12/11/2024,29/04/2025,N,790.9
UOM000614,jU-35709,LH66883BU,19/02/2025,Server,Grace Wilson,alice.johnson@unimelb.edu.au,2417,Physio,26/02/2025,,N,8514.41
UOM000615,fF-27389,aL50091xT,31/03/2021,Phone,Ivy Taylor,david.brown@unimelb.edu.au,5741,DOVS,11/12/2023,,N,485.66
UOM000616,lY-53926,Xa14238JI,16/05/2022,Desktop,Henry Moore,carol.williams@unimelb.edu.au,6271,Physio,18/06/2024,,N,1521.72
UOM000617,HN-90237,fB54862lQ,25/02/2024,Laptop,Frank Miller,david.brown@unimelb.edu.au,5741,Nursing,30/04/2025,7/05/2025,N,1792.59
UOM000618,Ot-72487,HH70290uk,2/11/2021,Laptop,Emma Jones,david.brown@unimelb.edu.au,5741,Nursing,17/08/2022,21/01/2025,N,1061.05
UOM000619,lc-20045,vs90128eF,29/12/2024,Server,Henry Moore,carol.williams@unimelb.edu.au,6271,Social Work,22/04/2025,8/05/2025,N,3404.78
UOM000620,Rg-84096,Jn66818UN,10/05/2025,Monitor,Bob Smith,ivy.taylor@unimelb.edu.au,1354,SHS,16/05/2025,,N,655.6
UOM000621,dc-24815,tC84581Zi,27/03/2021,Printer,Henry Moore,alice.johnson@unimelb.edu.au,2417,DOVS,27/12/2021,9/12/2022,Y,1453.15
UOM000622,Ed-91449,Mj12163RH,1/09/2024,Server,Emma Jones,grace.wilson@unimelb.edu.au,8826,Social Work,17/12/2024,5/05/2025,N,4688.8
UOM000623,eQ-18994,Sx85147lk,10/09/2022,Monitor,Jack Anderson,alice.johnson@unimelb.edu.au,2417,DOVS,24/03/2025,22/04/2025,N,395.96
UOM000624,gi-02209,ah17914ef,12/04/2021,Tablet,Ivy Taylor,bob.smith@unimelb.edu.au,5312,SHS,26/09/2024,29/12/2024,N,635.96
UOM000625,Cd-73456,ZV88383Wm,9/12/2023,Desktop,Alice Johnson,bob.smith@unimelb.edu.au,5312,SHS,1/12/2024,24/02/2025,N,1831.91
UOM000626,Ij-06948,uB81715jN,9/11/2021,Tablet,Alice Johnson,alice.johnson@unimelb.edu.au,2417,DOVS,8/11/2022,25/07/2023,Y,500.78
UOM000627,of-74540,pJ43709ch,26/09/2021,Phone,David Brown,emma.jones@unimelb.edu.au,8089,Social Work,29/01/2023,13/08/2023,Y,971.26
UOM000628,XU-38721,Mt91361az,31/05/2020,Monitor,Alice Johnson,carol.williams@unimelb.edu.au,6271,Physio,15/12/2021,,N,293.33
UOM000629,RP-74228,pl61134Xd,21/08/2024,Printer,Emma Jones,alice.johnson@unimelb.edu.au,2417,Physio,2/12/2024,,N,189.91
UOM000630,rK-74717,ep32295VI,26/06/2023,Printer,Jack Anderson,bob.smith@unimelb.edu.au,5312,Physio,24/02/2025,,N,1236.38
UOM000631,vq-86554,wa92353or,1/04/2021,Printer,Emma Jones,alice.johnson@unimelb.edu.au,2417,Physio,20/03/2022,,N,691.08
UOM000632,Fe-70446,dA20293QN,3/10/2022,Tablet,Henry Moore,henry.moore@unimelb.edu.au,6300,SHS,25/09/2024,,N,928.28
UOM000633,FJ-08859,oa95853Ey,22/11/2021,Tablet,Frank Miller,carol.williams@unimelb.edu.au,6271,Nursing,14/05/2025,15/05/2025,N,370
UOM000634,oc-82976,Qc83326Pj,5/05/2022,Server,Grace Wilson,emma.jones@unimelb.edu.au,8089,SHS,12/01/2025,28/01/2025,N,2898.94
UOM000635,wu-31280,nR62852VD,29/07/2020,Tablet,Henry Moore,david.brown@unimelb.edu.au,5741,SHS,4/06/2024,30/06/2024,N,720.75
UOM000636,Op-28144,Vd43926xy,19/11/2020,Laptop,Frank Miller,david.brown@unimelb.edu.au,5741,Nursing,2/10/2024,,N,2410.13
UOM000637,vU-97093,bF56102gb,28/02/2021,Desktop,Jack Anderson,carol.williams@unimelb.edu.au,6271,SHS,22/09/2024,13/04/2025,N,1605.4
UOM000638,tb-74874,XI50994Yq,2/05/2023,Desktop,Bob Smith,bob.smith@unimelb.edu.au,5312,DOVS,26/02/2025,29/04/2025,N,1977.41
UOM000639,Gc-59032,yR62932gs,5/08/2021,Tablet,Henry Moore,carol.williams@unimelb.edu.au,6271,Social Work,9/05/2023,24/01/2025,N,760.5
UOM000640,xO-29581,WW50983xQ,7/07/2023,Server,Henry Moore,alice.johnson@unimelb.edu.au,2417,DOVS,1/06/2024,,N,2799.61
UOM000641,aK-02054,Wp83580Ue,20/10/2020,Phone,Emma Jones,emma.jones@unimelb.edu.au,8089,DOVS,9/02/2024,,N,516.34
UOM000642,AE-92194,jb74909iW,29/04/2023,Tablet,David Brown,henry.moore@unimelb.edu.au,6300,SHS,4/01/2024,,N,1045.65
UOM000643,UM-02265,kb19388VX,2/06/2021,Laptop,Jack Anderson,carol.williams@unimelb.edu.au,6271,SHS,2/09/2024,,N,1840.2
UOM000644,JJ-30814,Mq86280EZ,28/04/2021,Phone,Frank Miller,bob.smith@unimelb.edu.au,5312,Social Work,7/11/2024,6/03/2025,N,895.06
UOM000645,PR-96884,xw90211JT,11/08/2020,Monitor,Frank Miller,jack.anderson@unimelb.edu.au,9503,Nursing,7/12/2024,26/04/2025,N,614.66
UOM000646,PN-71662,od93179Ha,5/02/2021,Phone,Emma Jones,emma.jones@unimelb.edu.au,8089,Social Work,20/07/2022,,N,574.84
UOM000647,Vd-45802,jh01801GL,2/09/2022,Phone,Alice Johnson,bob.smith@unimelb.edu.au,5312,Nursing,1/12/2024,13/01/2025,N,587.66
UOM000648,sx-37728,BG44130bC,4/06/2022,Phone,Ivy Taylor,ivy.taylor@unimelb.edu.au,1354,Nursing,29/03/2025,,N,465.13
UOM000649,cK-17418,aF26836YT,8/12/2024,Phone,David Brown,jack.anderson@unimelb.edu.au,9503,Nursing,26/02/2025,29/03/2025,N,729.27
UOM000650,WW-52009,uV29487uF,1/11/2024,Phone,Grace Wilson,ivy.taylor@unimelb.edu.au,1354,Physio,11/01/2025,12/03/2025,N,591.05
UOM000651,Gq-83578,zl33204XA,27/04/2022,Tablet,Henry Moore,jack.anderson@unimelb.edu.au,9503,Social Work,13/06/2022,,N,384.37
UOM000652,YM-63823,ub67270Bo,10/02/2023,Laptop,Ivy Taylor,carol.williams@unimelb.edu.au,6271,Physio,26/03/2025,25/04/2025,N,2321.27
UOM000653,qK-24300,VA92626zZ,10/11/2024,Laptop,Bob Smith,ivy.taylor@unimelb.edu.au,1354,DOVS,14/02/2025,18/04/2025,N,2118.1
UOM000654,tr-52489,Yp57964bC,18/10/2020,Tablet,Bob Smith,emma.jones@unimelb.edu.au,8089,DOVS,22/05/2023,16/12/2024,N,1130.15
UOM000655,IC-09249,QM41189kl,25/04/2022,Printer,David Brown,grace.wilson@unimelb.edu.au,8826,Physio,8/07/2024,,N,1313.2
UOM000656,ld-59849,YI60525Ck,28/02/2023,Laptop,Henry Moore,carol.williams@unimelb.edu.au,6271,SHS,4/05/2024,,N,1849.66
UOM000657,ZI-56998,Ab66735DU,30/12/2020,Server,Alice Johnson,emma.jones@unimelb.edu.au,8089,Physio,27/04/2022,,N,4267.78
UOM000658,kf-66047,yI57294tW,22/04/2024,Tablet,Ivy Taylor,bob.smith@unimelb.edu.au,5312,Social Work,16/01/2025,,N,762.1
UOM000659,wN-81296,RN63462dK,2/02/2025,Tablet,Ivy Taylor,grace.wilson@unimelb.edu.au,8826,SHS,8/03/2025,31/03/2025,N,678.39
UOM000660,Qf-06295,Nw46094pZ,4/10/2020,Server,David Brown,alice.johnson@unimelb.edu.au,2417,DOVS,7/04/2025,23/04/2025,N,8721.6
UOM000661,eF-33796,wZ03398bg,28/10/2021,Laptop,Bob Smith,jack.anderson@unimelb.edu.au,9503,DOVS,22/05/2023,23/11/2023,Y,1351.79
UOM000662,fw-18565,PZ88527Jl,7/08/2022,Desktop,Jack Anderson,alice.johnson@unimelb.edu.au,2417,DOVS,15/02/2024,,N,810.21
UOM000663,jJ-03305,Fn10604ZF,21/08/2022,Printer,Emma Jones,alice.johnson@unimelb.edu.au,2417,SHS,4/12/2024,27/12/2024,N,1356.62
UOM000664,zH-45965,hp70232NH,3/03/2023,Monitor,Jack Anderson,henry.moore@unimelb.edu.au,6300,Nursing,24/03/2025,31/03/2025,N,278.05
UOM000665,tK-44999,vB69823mJ,5/10/2020,Laptop,Emma Jones,bob.smith@unimelb.edu.au,5312,SHS,24/03/2023,9/03/2025,N,2335.92
UOM000666,qd-25874,Vp19810Sh,24/10/2024,Laptop,Frank Miller,david.brown@unimelb.edu.au,5741,DOVS,25/02/2025,22/04/2025,N,1406.36
UOM000667,Ud-14989,rM31390sN,4/10/2024,Monitor,Emma Jones,grace.wilson@unimelb.edu.au,8826,SHS,26/04/2025,,N,242.64
UOM000668,gR-27690,cw96824wv,5/12/2020,Laptop,Grace Wilson,ivy.taylor@unimelb.edu.au,1354,SHS,28/07/2022,11/10/2022,Y,1327.05
UOM000669,yN-22911,iS30042nF,2/12/2020,Phone,Henry Moore,emma.jones@unimelb.edu.au,8089,Physio,31/08/2022,7/05/2024,Y,487.61
UOM000670,IO-86302,vG09952yz,24/12/2024,Phone,Emma Jones,ivy.taylor@unimelb.edu.au,1354,DOVS,6/02/2025,9/02/2025,N,879.12
UOM000671,qK-92343,DZ03702ck,18/04/2024,Printer,Carol Williams,grace.wilson@unimelb.edu.au,8826,SHS,23/11/2024,22/04/2025,N,249.9
UOM000672,WW-79357,Sl72886la,28/12/2022,Desktop,Ivy Taylor,jack.anderson@unimelb.edu.au,9503,Physio,2/08/2023,6/09/2023,Y,1602.97
UOM000673,sz-44324,lW98204SI,13/06/2023,Laptop,Ivy Taylor,grace.wilson@unimelb.edu.au,8826,Social Work,15/03/2024,,N,1123.31
UOM000674,Rj-71482,bx02124bi,12/03/2022,Tablet,Henry Moore,alice.johnson@unimelb.edu.au,2417,Social Work,22/04/2024,,N,711.31
UOM000675,Kg-74578,dj28356AW,24/05/2022,Server,Alice Johnson,alice.johnson@unimelb.edu.au,2417,Social Work,14/08/2023,26/02/2025,N,4044.91
UOM000676,Hr-04984,Nz96120jG,20/07/2024,Printer,David Brown,frank.miller@unimelb.edu.au,3991,Social Work,4/12/2024,15/05/2025,N,919.01
UOM000677,wk-47818,Ud41457oD,18/12/2020,Server,Henry Moore,jack.anderson@unimelb.edu.au,9503,Social Work,30/05/2022,,N,6176.52
UOM000678,UC-36031,UR91404Fp,1/02/2024,Phone,Jack Anderson,grace.wilson@unimelb.edu.au,8826,Physio,11/04/2024,,N,904.83
UOM000679,tf-63871,OR68294jq,25/04/2024,Server,Carol Williams,jack.anderson@unimelb.edu.au,9503,Nursing,3/06/2024,,N,6273.98
UOM000680,iW-75696,Tk37161te,25/04/2022,Server,David Brown,henry.moore@unimelb.edu.au,6300,Physio,11/10/2023,3/06/2024,N,2097.66
UOM000681,yV-38628,SA22072Xy,11/05/2022,Server,Grace Wilson,david.brown@unimelb.edu.au,5741,Social Work,4/12/2024,11/01/2025,N,5109.2
UOM000682,Ww-66688,cS96319FF,26/11/2023,Desktop,David Brown,alice.johnson@unimelb.edu.au,2417,Nursing,26/03/2025,9/05/2025,N,996.63
UOM000683,za-23710,qc49295sP,30/06/2024,Tablet,Alice Johnson,alice.johnson@unimelb.edu.au,2417,DOVS,26/08/2024,11/02/2025,N,386.97
UOM000684,kI-41082,GW83871jW,25/12/2023,Desktop,Frank Miller,david.brown@unimelb.edu.au,5741,Nursing,22/10/2024,,N,926.33
UOM000685,Ad-21280,bM24457lK,12/04/2025,Server,David Brown,emma.jones@unimelb.edu.au,8089,SHS,26/04/2025,,N,3930
UOM000686,qu-17179,rD88203fi,19/08/2024,Tablet,Carol Williams,emma.jones@unimelb.edu.au,8089,Nursing,20/03/2025,13/05/2025,N,968.71
UOM000687,Jv-16086,jv74876Ne,16/07/2020,Phone,Grace Wilson,carol.williams@unimelb.edu.au,6271,SHS,14/03/2023,,N,249.27
UOM000688,zY-16206,Qd95016Uz,21/12/2024,Monitor,Emma Jones,david.brown@unimelb.edu.au,5741,SHS,31/01/2025,9/03/2025,N,683.28
UOM000689,YZ-92114,hB53921jz,29/09/2024,Tablet,Alice Johnson,henry.moore@unimelb.edu.au,6300,Social Work,13/12/2024,,N,565.57
UOM000690,MI-98088,xb47518JN,2/07/2021,Server,Frank Miller,emma.jones@unimelb.edu.au,8089,Physio,8/07/2022,,N,9704.69
UOM000691,fI-25610,oz90365oR,18/10/2023,Printer,Ivy Taylor,grace.wilson@unimelb.edu.au,8826,Social Work,11/12/2023,,N,323.37
UOM000692,QP-33577,QB54543DK,9/06/2021,Laptop,Frank Miller,ivy.taylor@unimelb.edu.au,1354,Social Work,22/09/2023,,N,1515.22
UOM000693,HY-50954,KJ90335Xa,10/05/2022,Server,David Brown,emma.jones@unimelb.edu.au,8089,SHS,29/09/2024,,N,7424.84
UOM000694,MY-69303,qB40746Xp,24/05/2023,Desktop,Frank Miller,ivy.taylor@unimelb.edu.au,1354,Social Work,18/09/2024,28/11/2024,N,1415.32
UOM000695,Pi-76366,MY89638ci,19/09/2021,Phone,Ivy Taylor,jack.anderson@unimelb.edu.au,9503,Nursing,18/02/2023,14/12/2024,N,694.3
UOM000696,zb-79090,jP91446St,6/12/2021,Printer,Jack Anderson,emma.jones@unimelb.edu.au,8089,Physio,30/06/2022,4/02/2024,Y,806.56
UOM000697,bl-38880,Ao78729Dz,10/06/2024,Tablet,Emma Jones,grace.wilson@unimelb.edu.au,8826,SHS,20/10/2024,,N,675.33
UOM000698,KO-00954,Sl69526RG,12/07/2020,Monitor,Grace Wilson,frank.miller@unimelb.edu.au,3991,Physio,23/10/2024,,N,316.97
UOM000699,nq-36000,HZ08580kK,12/07/2022,Phone,Ivy Taylor,grace.wilson@unimelb.edu.au,8826,SHS,1/07/2023,8/03/2025,N,333.64
UOM000700,TL-42491,sP98542PK,27/06/2021,Phone,Emma Jones,carol.williams@unimelb.edu.au,6271,Physio,16/03/2023,10/09/2024,N,851.99
UOM000701,DH-58560,Xp91714yA,24/05/2020,Server,Emma Jones,emma.jones@unimelb.edu.au,8089,Social Work,13/11/2022,14/08/2024,N,2018.59
UOM000702,Pj-06204,uT55079rh,9/09/2020,Phone,Ivy Taylor,grace.wilson@unimelb.edu.au,8826,Social Work,29/08/2022,23/01/2024,Y,947.76
UOM000703,kR-56522,aO42509Wh,26/07/2022,Desktop,Emma Jones,carol.williams@unimelb.edu.au,6271,Nursing,24/04/2023,6/02/2024,Y,2439.5
UOM000704,Ax-24745,Zf34134JM,9/05/2023,Tablet,David Brown,emma.jones@unimelb.edu.au,8089,Social Work,5/03/2025,,N,1181.69
UOM000705,iq-62558,lV86917mK,22/01/2022,Printer,Jack Anderson,grace.wilson@unimelb.edu.au,8826,DOVS,13/03/2025,8/05/2025,N,593.71
UOM000706,EU-76214,Dp19843PU,26/04/2021,Tablet,Alice Johnson,grace.wilson@unimelb.edu.au,8826,Social Work,6/05/2022,,N,755.92
UOM000707,gp-82637,Gf17619rN,26/12/2024,Phone,Alice Johnson,jack.anderson@unimelb.edu.au,9503,Nursing,5/05/2025,,N,697.8
UOM000708,aA-97985,Lt21403ai,6/07/2022,Desktop,Bob Smith,emma.jones@unimelb.edu.au,8089,Physio,4/04/2023,5/10/2023,Y,1827.13
UOM000709,Fp-06319,PC17853XD,16/03/2024,Phone,Alice Johnson,david.brown@unimelb.edu.au,5741,Social Work,7/12/2024,,N,993.86
UOM000710,TX-37383,tj06981PE,3/06/2022,Desktop,Ivy Taylor,alice.johnson@unimelb.edu.au,2417,Social Work,16/02/2025,24/04/2025,N,1094.33
UOM000711,Qd-96942,Xg10420Pq,14/04/2023,Laptop,Ivy Taylor,emma.jones@unimelb.edu.au,8089,DOVS,6/07/2023,5/11/2023,Y,2102.15
UOM000712,vY-62864,AQ59295hY,26/07/2020,Phone,Carol Williams,carol.williams@unimelb.edu.au,6271,Nursing,26/10/2023,,N,259.3
UOM000713,UY-93297,wB26384nV,28/03/2022,Laptop,Bob Smith,ivy.taylor@unimelb.edu.au,1354,Nursing,6/11/2024,16/05/2025,N,2610.53
UOM000714,Ph-84442,UZ94925eJ,21/04/2021,Laptop,David Brown,grace.wilson@unimelb.edu.au,8826,DOVS,22/09/2024,18/03/2025,N,2685.21
UOM000715,iM-02740,JE87296dg,29/07/2021,Desktop,Emma Jones,frank.miller@unimelb.edu.au,3991,Social Work,9/04/2022,3/08/2022,Y,1239.71
UOM000716,dv-42690,mN17478oB,28/07/2020,Desktop,Grace Wilson,grace.wilson@unimelb.edu.au,8826,Social Work,27/02/2021,28/04/2025,N,1950.31
UOM000717,lX-97603,eN24515Xd,23/11/2023,Printer,Alice Johnson,alice.johnson@unimelb.edu.au,2417,DOVS,16/04/2024,,N,1415.08
UOM000718,aR-93243,wC54260yg,3/06/2022,Monitor,Emma Jones,ivy.taylor@unimelb.edu.au,1354,SHS,4/02/2025,24/02/2025,N,605.95
UOM000719,ZU-24498,ml39160jr,17/07/2024,Server,Frank Miller,david.brown@unimelb.edu.au,5741,Physio,31/12/2024,,N,3207.12
UOM000720,Ve-86156,yp85543sn,25/11/2021,Server,Alice Johnson,bob.smith@unimelb.edu.au,5312,DOVS,20/03/2024,6/07/2024,N,7735.02
UOM000721,qb-78086,ZG14958Py,13/04/2024,Server,Ivy Taylor,frank.miller@unimelb.edu.au,3991,Social Work,11/03/2025,7/05/2025,N,8669.48
UOM000722,bX-74655,ow25565ci,4/09/2023,Laptop,Frank Miller,emma.jones@unimelb.edu.au,8089,Physio,20/04/2024,19/06/2024,N,2489.84
UOM000723,HV-22933,ox56469lk,29/07/2022,Phone,Ivy Taylor,emma.jones@unimelb.edu.au,8089,DOVS,11/01/2023,31/12/2023,Y,630.92
UOM000724,QK-98890,Cl71138HU,21/12/2020,Printer,Ivy Taylor,alice.johnson@unimelb.edu.au,2417,Social Work,26/03/2022,,N,1398.56
UOM000725,uW-72549,xv79984nH,10/03/2022,Desktop,Grace Wilson,henry.moore@unimelb.edu.au,6300,Social Work,31/07/2022,4/08/2024,N,2114.46
UOM000726,jx-90643,xS65422Cb,8/02/2024,Laptop,Alice Johnson,henry.moore@unimelb.edu.au,6300,Nursing,26/01/2025,4/03/2025,N,2685.73
UOM000727,by-23023,yn19922Vg,25/10/2023,Server,Jack Anderson,david.brown@unimelb.edu.au,5741,Physio,28/12/2023,,N,9061.29
